"stockCode","stockCode","empresa","razaoSocial","situacaoRegistro","situacaoEmissor","segmentoListagem","atividade","acao","dataCotacao","tipoAcao","ultimoFechamento","fatorCotacao","volumeFinanceiro","ultimoDemonstrativo","setor","subsetor","segmento","participacaoIndices","precoLucro","precoVpa","precoReceitaLiquida","precoFco","precoFcf","precoAtivoTotal","precoEbit","precoCapitalGiro","precoNcav","evEbit","evEbitda","evReceitaLiquida","evFco","evFcf","evAtivoTotal","marketCapEmpresa","enterpriseValue","dataDemonstracaoFinanceiraAtual","precoAtualAcao","dataPrecoAcao","dividendYield","receitaLiquida","resultadoBruto","ebit","depreciacaoAmortizacao","ebitda","lucroLiquido","lucroAcao","receitaLiquida","resultadoBruto","ebit","depreciacaoAmortizacao","ebitda","lucroLiquido","lucroAcao","menorPreco52Semanas","maiorPreco52Semanas","variacao2024","variacao1Ano","variacao2AnosTotal","variacao2AnosAnual","variacao3AnosTotal","variacao3AnosAnual","variacao4AnosTotal","variacao4AnosAnual","variacao5AnosTotal","variacao5AnosAnual","volumeDiarioMedio3Meses","retornoCapitalTangivelInicial","retornoCapitalInvestidoInicial","retornoCapitalTangivelInicialPreImpostos","retornoCapitalInvestidoInicialPreImpostos","retornoPatrimonioLiquidoInicial","retornoAtivoInicial","margemBruta","margemLiquida","margemEbit","margemEbitda","giroAtivoInicial","alavancagemFinanceira","passivoPatrimonioLiquido","dividaLiquidaEbitda","caixaEquivalentes","ativoTotal","dividaCurtoPrazo","dividaLongoPrazo","dividaBruta","dividaLiquida","patrimonioLiquido","valorPatrimonialAcao","acoesOrdinarias","acoesPreferenciais","totalAcoes","acoesOrdinariasTesouraria","acoesPreferenciaisTesouraria","totalAcoesTesouraria","acoesOrdinariasExTesouraria","acoesPreferenciaisExTesouraria","totalAcoesExTesouraria","fluxoCaixaOperacional","fluxoCaixaInvestimentos","fluxoCaixaFinanciamentos","aumentoReducaoCaixa","fluxoCaixaOperacional","fluxoCaixaInvestimentos","fluxoCaixaFinanciamentos","aumentoReducaoCaixa"
"VALE3","VALE3","VALE","VALE S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Mineração","VALE3","31/05/2024","ON","R$ 63,20","1 ação","R$ 1,48 B","ITR - 31/03/2024","Materiais Básicos","Mineração","Minerais Metálicos","IBOVESPA, IBRA, IBRX, IBRX50, IDIV, IGC, IGCT, IGNM, IMAT, ITAG, MLCX","7,41","1,53","1,39","4,43","8,37","0,63","4,53","31,03","-1,10","5,39","4,33","1,66","5,27","9,96","0,75","R$ 286,87 B","R$ 341,24 B","31/03/2024","R$ 63,20","31/05/2024","11,06%","R$ 206,12 B","R$ 85,23 B","R$ 63,33 B","- R$ 15,43 B","R$ 78,76 B","R$ 38,71 B","R$ 8,53","R$ 41,89 B","R$ 15,30 B","R$ 12,73 B","- R$ 3,54 B","R$ 16,27 B","R$ 8,29 B","R$ 1,83","R$ 56,70","R$ 74,09","-14,31%","3,18%","-15,95%","-8,33%","-23,06%","-8,38%","79,88%","15,82%","101,31%","15,00%","R$ 1,36 B","13,72%","18,04%","20,79%","27,33%","20,41%","8,70%","41,35%","18,78%","30,72%","38,21%","0,46","2,45","1,45","0,69","R$ 18,94 B","R$ 458,03 B","R$ 7,39 B","R$ 65,93 B","R$ 73,31 B","R$ 54,38 B","R$ 187,21 B","R$ 41,24","4.539.008.000","0","4.539.008.000","258.676.000","0","258.676.000","4.280.332.000","0","4.280.332.000","R$ 64,75 B","- R$ 32,05 B","- R$ 33,82 B","- R$ 4,97 B","R$ 17,82 B","- R$ 7,52 B","- R$ 9,26 B","R$ 1,46 B"
"MGLU3","MGLU3","MAGAZ LUIZA","MAGAZINE LUIZA S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Somos uma plataforma de varejo multicanal.","MGLU3","31/05/2024","ON","R$ 12,39","1 ação","R$ 771,07 M","ITR - 31/03/2024","Consumo Cíclico","Comércio","Eletrodomésticos","GPTW, IBOVESPA, IBRA, IBRX, IBRX50, ICO2, ICON, IGC, IGCT, IGNM, ISE, ITAG, SMLL","-16,35","0,84","0,25","10,35","12,60","0,25","-348,26","2,21","-0,41","-526,71","11,25","0,37","15,65","19,05","0,37","R$ 9,16 B","R$ 13,85 B","31/03/2024","R$ 12,39","31/05/2024","0,00%","R$ 36,94 B","R$ 10,45 B","- R$ 26,29 M","- R$ 1,26 B","R$ 1,23 B","- R$ 559,96 M","- R$ 0,08","R$ 9,24 B","R$ 2,76 B","R$ 362,19 M","- R$ 322,67 M","R$ 684,86 M","R$ 27,93 M","R$ 0,00","R$ 12,08","R$ 39,90","-39,56%","-67,98%","-67,39%","-42,94%","-93,95%","-60,78%","-91,96%","-46,77%","-79,66%","-27,25%","R$ 211,82 M","-0,11%","-0,11%","-0,16%","-0,17%","-5,44%","-1,64%","28,28%","-1,52%","-0,07%","3,33%","1,08","3,41","2,41","3,81","R$ 1,98 B","R$ 37,22 B","R$ 2,27 B","R$ 4,40 B","R$ 6,67 B","R$ 4,69 B","R$ 10,90 B","R$ 1,47","7.389.952.489","0","7.389.952.489","54.788.485","0","54.788.485","7.335.164.004","0","7.335.164.004","R$ 884,73 M","R$ 365,85 M","- R$ 1,06 B","R$ 193,38 M","- R$ 471,16 M","- R$ 182,87 M","R$ 38,95 M","- R$ 615,08 M"
"AMER3","AMER3","AMERICANAS","AMERICANAS S.A","ATIVO","FASE OPERACIONAL","Novo Mercado","Comércio varejista e atacadista em geral de quaisquer bens e serviços por meio de diversos meios. em especial. da Internet e de lojas físicas. sem restrição a outros meios.","AMER3","31/05/2024","ON","R$ 0,46","1 ação","R$ 24,78 M","ITR - 30/09/2023","Consumo Cíclico","Comércio","Produtos Diversos","-","-0,04","-0,01","0,02","-0,07","-0,07","0,02","-0,05","-0,01","0,00","-2,80","-3,34","1,25","-3,77","-3,51","0,93","R$ 415,16 M","R$ 21,65 B","30/09/2023","R$ 0,46","31/05/2024","0,00%","R$ 17,36 B","R$ 4,77 B","- R$ 7,72 B","- R$ 1,25 B","- R$ 6,48 B","- R$ 11,50 B","- R$ 12,74","R$ 3,26 B","R$ 1,03 B","- R$ 646,00 M","- R$ 254,00 M","- R$ 392,00 M","- R$ 1,62 B","- R$ 1,80","R$ 0,46","R$ 1,24","-48,89%","-58,18%","-97,65%","-84,70%","-","-","-","-","-","-","R$ 7,63 M","-19,73%","-16,35%","-29,89%","-24,77%","-78,17%","-24,41%","27,47%","-66,22%","-44,49%","-37,30%","0,37","-0,74","-1,74","-3,28","R$ 1,23 B","R$ 23,17 B","R$ 22,47 B","R$ 0,00","R$ 22,47 B","R$ 21,24 B","- R$ 31,19 B","- R$ 34,55","902.529.503","0","902.529.503","7.416","0","7.416","902.522.087","0","902.522.087","- R$ 5,75 B","R$ 1,94 B","R$ 850,70 M","- R$ 2,96 B","- R$ 216,00 M","- R$ 19,00 M","- R$ 117,00 M","- R$ 352,00 M"
"GOLL4","GOLL4","GOL","GOL LINHAS AEREAS INTELIGENTES S.A.","ATIVO","FASE OPERACIONAL","Nível 2 de Governança Corporativa","Gestão de Participação Societária","GOLL4","31/05/2024","PN","R$ 1,11","1 ação","R$ 16,88 M","ITR - 31/03/2024","Bens Industriais","Transporte","Transporte Aéreo","-","1,83","-0,18","0,19","4,36","20,47","0,18","1,06","-0,29","-0,07","4,78","3,17","0,86","19,66","92,29","0,83","R$ 3,55 B","R$ 16,03 B","31/03/2024","R$ 1,11","31/05/2024","0,00%","R$ 18,57 B","R$ 6,01 B","R$ 3,35 B","- R$ 1,70 B","R$ 5,05 B","R$ 1,95 B","R$ 0,61","R$ 4,71 B","R$ 1,62 B","R$ 808,68 M","- R$ 428,36 M","R$ 1,24 B","R$ 3,79 B","R$ 1,18","R$ 1,11","R$ 13,19","-86,71%","-87,54%","-92,12%","-71,97%","-95,89%","-65,53%","-92,65%","-47,96%","-95,89%","-47,14%","R$ 14,72 M","96,71%","-24,76%","146,53%","-37,52%","-9,25%","11,45%","32,36%","10,48%","18,05%","27,20%","1,09","-1,00","-2,00","2,47","R$ 1,71 B","R$ 19,33 B","R$ 6,12 B","R$ 8,06 B","R$ 14,18 B","R$ 12,48 B","- R$ 19,35 B","- R$ 6,04","2.863.682.500","338.594.335","3.202.276.835","0","42.349","42.349","2.863.682.500","338.551.986","3.202.234.486","R$ 815,52 M","- R$ 825,42 M","R$ 1,57 B","R$ 1,42 B","- R$ 694,92 M","- R$ 130,76 M","R$ 2,19 B","R$ 1,38 B"
"CPLE3","CPLE3","COPEL","CIA PARANAENSE DE ENERGIA - COPEL","ATIVO","FASE OPERACIONAL","Nível 2 de Governança Corporativa","Geração. Transmissão. Comercialização e Distribuição de Energia Elétrica","CPLE3","31/05/2024","ON","R$ 8,14","1 ação","R$ 55,12 M","ITR - 31/03/2024","Utilidade Pública","Energia Elétrica","Energia Elétrica","IBRA, IBRX, ICO2, IDIV, IGC, IGCT, ITAG, MLCX, UTIL","11,22","0,99","1,12","6,46","6,84","0,44","6,86","6,32","-0,89","9,93","7,09","1,62","9,35","9,89","0,63","R$ 25,86 B","R$ 35,12 B","31/03/2024","R$ 8,14","31/05/2024","4,25%","R$ 21,63 B","R$ 4,77 B","R$ 3,54 B","- R$ 1,42 B","R$ 4,95 B","R$ 2,16 B","R$ 0,73","R$ 5,42 B","R$ 1,26 B","R$ 1,04 B","- R$ 364,63 M","R$ 1,40 B","R$ 531,38 M","R$ 0,18","R$ 6,45","R$ 9,46","-11,67%","26,05%","31,51%","14,70%","81,34%","21,97%","95,38%","18,24%","166,73%","21,65%","R$ 59,33 M","7,01%","7,02%","10,62%","10,64%","10,09%","4,08%","22,07%","10,00%","16,36%","22,90%","0,41","2,27","1,27","1,87","R$ 5,79 B","R$ 55,46 B","R$ 2,49 B","R$ 12,56 B","R$ 15,05 B","R$ 9,26 B","R$ 24,42 B","R$ 8,19","1.300.347.300","1.682.463.291","2.982.810.591","0","0","0","1.300.347.300","1.682.463.291","2.982.810.591","R$ 3,76 B","- R$ 2,19 B","R$ 1,38 B","R$ 2,95 B","R$ 779,12 M","- R$ 568,63 M","- R$ 108,59 M","R$ 101,90 M"
"ITSA4","ITSA4","ITAUSA","ITAUSA S.A.","ATIVO","FASE OPERACIONAL","Nível 1 de Governança Corporativa","Gestão de Participações Societárias (Holding)","ITSA4","31/05/2024","PN","R$ 9,73","1 ação","R$ 556,39 M","ITR - 31/03/2024","Financeiro","Holdings Diversificadas","Holdings Diversificadas","GPTW, IBOVESPA, IBRA, IBRX, IBRX50, ICO2, IDIV, IGC, IGCT, ISE, ITAG, MLCX","7,11","1,25","13,21","260,34","-110,80","0,97","6,91","12,43","-6,51","7,31","6,75","13,98","275,53","-117,26","1,02","R$ 100,78 B","R$ 106,35 B","31/03/2024","R$ 9,73","31/05/2024","9,08%","R$ 7,61 B","R$ 2,26 B","R$ 14,54 B","- R$ 1,22 B","R$ 15,76 B","R$ 14,14 B","R$ 1,37","R$ 1,94 B","R$ 550,00 M","R$ 3,76 B","- R$ 303,00 M","R$ 4,06 B","R$ 3,48 B","R$ 0,34","R$ 7,83","R$ 10,63","-0,69%","22,31%","35,76%","16,54%","22,98%","7,15%","54,31%","11,46%","27,41%","4,96%","R$ 186,32 M","11,14%","11,77%","16,88%","17,83%","19,21%","14,45%","29,75%","185,92%","191,18%","207,22%","0,08","1,29","0,29","0,35","R$ 6,61 B","R$ 103,97 B","R$ 1,35 B","R$ 10,84 B","R$ 12,19 B","R$ 5,58 B","R$ 80,44 B","R$ 7,79","3.464.626.000","6.862.023.000","10.326.649.000","0","1.500.000","1.500.000","3.464.626.000","6.860.523.000","10.325.149.000","R$ 386,00 M","R$ 10,75 B","- R$ 8,83 B","R$ 2,33 B","- R$ 17,00 M","R$ 5,53 B","- R$ 4,88 B","R$ 636,00 M"
"PETR3","PETR3","PETROBRAS","PETROLEO BRASILEIRO S.A. PETROBRAS","ATIVO","FASE OPERACIONAL","Nível 2 de Governança Corporativa","Pesquisa. lavra. refinação. processamento. comércio e transporte de petróleo. de seus derivados. de gás natural e de outros hidrocarbonetos fluidos. além das atividades vinculadas à energia.","PETR3","31/05/2024","ON","R$ 40,70","1 ação","R$ 669,01 M","ITR - 31/03/2024","Petróleo. Gás e Biocombustíveis","Petróleo. Gás e Biocombustíveis","Exploração. Refino e Distribuição","IBOVESPA, IBRA, IBRX, IBRX50, ICO2, IDIV, IGC, IGCT, ITAG, MLCX","4,82","1,30","1,08","2,55","3,62","0,50","3,07","43,92","-0,82","4,45","3,08","1,57","3,70","5,26","0,72","R$ 520,21 B","R$ 771,48 B","31/03/2024","R$ 40,70","31/05/2024","17,93%","R$ 490,65 B","R$ 257,32 B","R$ 173,17 B","- R$ 77,48 B","R$ 250,65 B","R$ 110,15 B","R$ 8,44","R$ 117,72 B","R$ 60,70 B","R$ 44,03 B","- R$ 16,65 B","R$ 60,68 B","R$ 23,70 B","R$ 1,82","R$ 25,14","R$ 44,47","10,47%","61,91%","122,29%","49,18%","261,94%","53,60%","394,28%","49,15%","287,85%","31,10%","R$ 544,61 M","13,74%","18,41%","20,82%","27,89%","27,39%","11,26%","52,45%","22,45%","35,29%","51,09%","0,50","2,62","1,62","1,00","R$ 57,69 B","R$ 1,07 T","R$ 61,80 B","R$ 247,16 B","R$ 308,96 B","R$ 251,27 B","R$ 407,64 B","R$ 31,25","7.442.454.142","5.602.042.788","13.044.496.930","222.760","134.986.509","135.209.269","7.442.231.382","5.467.056.279","12.909.287.661","R$ 208,42 B","- R$ 50,20 B","- R$ 152,76 B","R$ 5,41 B","R$ 46,48 B","- R$ 16,44 B","- R$ 35,58 B","- R$ 3,92 B"
"AZUL4","AZUL4","AZUL","AZUL S.A.","ATIVO","FASE OPERACIONAL","Nível 2 de Governança Corporativa","Transporte e Logística","AZUL4","31/05/2024","PN","R$ 9,47","1 ação","R$ 138,93 M","ITR - 31/03/2024","Bens Industriais","Transporte","Transporte Aéreo","IBOVESPA, IBRA, IBRX, IBRX50, ICO2, IGC, IGCT, ISE, ITAG, IVBX, SMLL","-4,45","-0,54","0,64","5,13","7,19","0,57","5,22","-1,25","-0,23","16,66","8,05","2,04","16,38","22,96","1,83","R$ 11,98 B","R$ 38,22 B","31/03/2024","R$ 9,47","31/05/2024","0,00%","R$ 18,75 B","R$ 4,04 B","R$ 2,29 B","- R$ 2,45 B","R$ 4,74 B","- R$ 2,69 B","- R$ 2,13","R$ 4,68 B","R$ 1,24 B","R$ 800,74 M","- R$ 614,50 M","R$ 1,42 B","- R$ 1,05 B","- R$ 0,83","R$ 9,22","R$ 21,86","-35,58%","-48,39%","-50,24%","-29,49%","-78,40%","-40,03%","-43,46%","-13,30%","-75,84%","-24,71%","R$ 146,94 M","26,99%","51,29%","40,90%","77,71%","13,66%","-15,48%","21,52%","-14,37%","12,23%","25,30%","1,08","-0,93","-1,93","5,53","R$ 1,34 B","R$ 20,90 B","R$ 4,97 B","R$ 22,61 B","R$ 27,58 B","R$ 26,24 B","- R$ 22,37 B","- R$ 17,69","928.965.058","335.750.796","1.264.715.854","0","705.874","705.874","928.965.058","335.044.922","1.264.009.980","R$ 2,33 B","- R$ 1,23 B","- R$ 289,57 M","R$ 871,26 M","- R$ 63,19 M","- R$ 435,89 M","- R$ 59,44 M","- R$ 559,73 M"
"PCAR3","PCAR3","P.ACUCAR-CBD","CIA BRASILEIRA DE DISTRIBUICAO","ATIVO","FASE OPERACIONAL","Novo Mercado","Comércio Varejista","PCAR3","31/05/2024","ON","R$ 2,87","1 ação","R$ 39,33 M","ITR - 31/03/2024","Consumo não Cíclico","Comércio e Distribuição","Alimentos","AGFS, IBOVESPA, IBRA, IBRX, ICO2, ICON, IGC, IGCT, IGNM, ISE, ITAG, SMLL","-0,52","0,30","0,07","0,83","0,77","0,07","2,11","2,12","-0,09","4,68","1,73","0,16","1,84","1,71","0,15","R$ 1,41 B","R$ 3,13 B","31/03/2024","R$ 2,87","31/05/2024","0,00%","R$ 19,68 B","R$ 4,99 B","R$ 668,00 M","- R$ 1,14 B","R$ 1,81 B","- R$ 2,68 B","- R$ 5,71","R$ 4,59 B","R$ 1,25 B","- R$ 119,00 M","- R$ 285,00 M","R$ 166,00 M","- R$ 660,00 M","- R$ 1,40","R$ 2,36","R$ 22,69","-31,50%","-83,12%","-85,90%","-62,51%","-92,79%","-58,40%","-95,37%","-53,64%","-96,64%","-47,28%","R$ 47,79 M","1,97%","3,04%","2,99%","4,61%","-23,45%","-6,17%","25,38%","-13,63%","3,39%","9,20%","0,45","4,48","3,48","0,95","R$ 2,83 B","R$ 20,86 B","R$ 1,02 B","R$ 3,54 B","R$ 4,55 B","R$ 1,72 B","R$ 4,66 B","R$ 9,91","470.175.000","0","470.175.000","160.000","0","160.000","470.015.000","0","470.015.000","R$ 1,70 B","- R$ 564,00 M","- R$ 2,98 B","- R$ 1,76 B","- R$ 294,00 M","R$ 603,00 M","- R$ 448,00 M","- R$ 139,00 M"
"RAIZ4","RAIZ4","RAIZEN","RAIZEN S.A.","ATIVO","FASE OPERACIONAL","Nível 2 de Governança Corporativa","Distribuição e venda de etanol e de petróleo. combustíveis e outros hidrocarbonetos fluidos e seus subprodutos. bem como itens necessários para o desemprenho de tais atividades.","RAIZ4","31/05/2024","PN","R$ 2,85","1 ação","R$ 37,58 M","DFP - 31/03/2024","Petróleo. Gás e Biocombustíveis","Petróleo. Gás e Biocombustíveis","Exploração. Refino e Distribuição","AGFS, IBOVESPA, IBRA, IBRX, ICO2, IGC, IGCT, ISE, ITAG, IVBX, MLCX","56,66","1,38","0,13","1,38","2,54","0,23","3,72","5,88","-0,29","7,80","3,61","0,28","2,89","5,33","0,48","R$ 29,50 B","R$ 61,85 B","31/03/2024","R$ 2,85","31/05/2024","6,80%","R$ 220,45 B","R$ 15,72 B","R$ 7,93 B","- R$ 9,21 B","R$ 17,13 B","R$ 520,72 M","R$ 0,05","R$ 53,68 B","R$ 3,79 B","R$ 1,15 B","- R$ 2,76 B","R$ 3,92 B","- R$ 877,21 M","- R$ 0,08","R$ 2,81","R$ 4,37","-29,82%","-19,27%","-49,22%","-28,78%","-","-","-","-","-","-","R$ 47,24 M","8,81%","9,73%","13,36%","14,74%","2,34%","0,47%","7,13%","0,24%","3,60%","7,77%","1,98","6,00","5,00","1,89","R$ 14,82 B","R$ 128,18 B","R$ 9,54 B","R$ 37,63 B","R$ 47,16 B","R$ 32,34 B","R$ 21,38 B","R$ 2,07","8.993.572.584","1.358.936.900","10.352.509.484","0","26.394.646","26.394.646","8.993.572.584","1.332.542.254","10.326.114.838","R$ 21,42 B","- R$ 12,87 B","- R$ 2,48 B","R$ 6,09 B","R$ 19,02 B","- R$ 5,60 B","- R$ 6,65 B","R$ 6,90 B"
"SOMA3","SOMA3","GRUPO SOMA","GRUPO DE MODA SOMA S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","(i) a confecção de peças do vestuário. exceto roupas íntimas e as confeccionadas sob medida; e (ii) o comércio varejista de artigos de vestuário e acessórios de qualquer material.","SOMA3","31/05/2024","ON","R$ 5,90","1 ação","R$ 43,65 M","ITR - 31/03/2024","Consumo Cíclico","Comércio","Tecidos. Vestuário e Calçados","IBOVESPA, IBRA, IBRX, IBRX50, ICO2, ICON, IGC, IGCT, IGNM, ISE, ITAG, IVBX, SMLL","-2,79","0,80","0,86","13,41","69,92","0,48","-1,85","2,00","-3,16","-2,30","-2,64","1,07","16,65","86,81","0,60","R$ 4,63 B","R$ 5,75 B","31/03/2024","R$ 5,90","31/05/2024","0,00%","R$ 5,38 B","R$ 3,05 B","- R$ 2,50 B","- R$ 317,12 M","- R$ 2,18 B","- R$ 1,66 B","- R$ 2,11","R$ 1,22 B","R$ 704,62 M","R$ 57,13 M","- R$ 81,71 M","R$ 138,84 M","R$ 9,21 M","R$ 0,01","R$ 5,06","R$ 12,27","-17,60%","-44,81%","-49,09%","-28,68%","-61,25%","-27,12%","-","-","-","-","R$ 81,13 M","-43,21%","-19,52%","-65,48%","-29,58%","-22,19%","-15,38%","56,80%","-30,81%","-46,46%","-40,56%","0,50","1,65","0,65","-0,51","R$ 770,93 M","R$ 9,59 B","R$ 461,49 M","R$ 1,43 B","R$ 1,89 B","R$ 1,12 B","R$ 5,81 B","R$ 7,40","784.747.373","0","784.747.373","0","0","0","784.747.373","0","784.747.373","R$ 345,34 M","- R$ 291,88 M","R$ 332,93 M","R$ 386,39 M","R$ 102,08 M","- R$ 71,78 M","R$ 134,89 M","R$ 165,19 M"
"CVCB3","CVCB3","CVC BRASIL","CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Serviços de turismo. compreendendo a intermediação. individualmente ou na forma agregada. de passagens aéreas. transporte terrestre. reservas de hotéis. passagens de cruzeiros marítimos. entre outros.","CVCB3","31/05/2024","ON","R$ 1,93","1 ação","R$ 16,54 M","ITR - 31/03/2024","Consumo Cíclico","Viagens e Lazer","Viagens e Turismo","IBOVESPA, IBRA, IBRX, ICON, IGC, IGCT, IGNM, ITAG, SMLL","-2,79","1,75","0,68","-2,65","-2,60","0,27","-16,63","-6,33","-0,30","-22,91","8,99","0,94","-3,65","-3,58","0,37","R$ 1,01 B","R$ 1,40 B","31/03/2024","R$ 1,93","31/05/2024","0,00%","R$ 1,49 B","R$ 1,31 B","- R$ 60,99 M","- R$ 216,35 M","R$ 155,37 M","- R$ 363,29 M","- R$ 0,69","R$ 353,31 M","R$ 317,36 M","R$ 33,13 M","- R$ 49,84 M","R$ 82,96 M","- R$ 34,37 M","- R$ 0,07","R$ 1,80","R$ 4,57","-41,16%","-46,39%","-82,10%","-57,74%","-92,35%","-57,59%","-89,62%","-43,27%","-96,22%","-48,04%","R$ 43,97 M","23,74%","-5,83%","35,96%","-8,84%","-190,99%","-9,73%","88,21%","-24,37%","-4,09%","10,42%","0,40","6,59","5,59","2,46","R$ 440,16 M","R$ 3,81 B","R$ 194,61 M","R$ 628,43 M","R$ 823,05 M","R$ 382,89 M","R$ 578,43 M","R$ 1,10","525.591.097","0","525.591.097","8.326","0","8.326","525.582.771","0","525.582.771","- R$ 383,29 M","- R$ 65,44 M","R$ 465,36 M","R$ 13,95 M","- R$ 12,10 M","- R$ 11,40 M","- R$ 20,43 M","- R$ 42,67 M"
"CPLE6","CPLE6","COPEL","CIA PARANAENSE DE ENERGIA - COPEL","ATIVO","FASE OPERACIONAL","Nível 2 de Governança Corporativa","Geração. Transmissão. Comercialização e Distribuição de Energia Elétrica","CPLE6","31/05/2024","PNB","R$ 9,08","1 ação","R$ 401,51 M","ITR - 31/03/2024","Utilidade Pública","Energia Elétrica","Energia Elétrica","IBOVESPA, IBRA, IBRX, IBRX50, ICO2, IDIV, IEE, IGC, IGCT, ISE, ITAG, IVBX, MLCX, UTIL","12,52","1,11","1,25","7,21","7,63","0,49","7,65","7,05","-1,00","9,93","7,09","1,62","9,35","9,89","0,63","R$ 25,86 B","R$ 35,12 B","31/03/2024","R$ 9,08","31/05/2024","9,48%","R$ 21,63 B","R$ 4,77 B","R$ 3,54 B","- R$ 1,42 B","R$ 4,95 B","R$ 2,16 B","R$ 0,73","R$ 5,42 B","R$ 1,26 B","R$ 1,04 B","- R$ 364,63 M","R$ 1,40 B","R$ 531,38 M","R$ 0,18","R$ 7,15","R$ 10,36","-10,11%","27,00%","33,41%","15,53%","79,52%","21,56%","107,45%","20,03%","189,26%","23,64%","R$ 147,19 M","7,01%","7,02%","10,62%","10,64%","10,09%","4,08%","22,07%","10,00%","16,36%","22,90%","0,41","2,27","1,27","1,87","R$ 5,79 B","R$ 55,46 B","R$ 2,49 B","R$ 12,56 B","R$ 15,05 B","R$ 9,26 B","R$ 24,42 B","R$ 8,19","1.300.347.300","1.682.463.291","2.982.810.591","0","0","0","1.300.347.300","1.682.463.291","2.982.810.591","R$ 3,76 B","- R$ 2,19 B","R$ 1,38 B","R$ 2,95 B","R$ 779,12 M","- R$ 568,63 M","- R$ 108,59 M","R$ 101,90 M"
"PETZ3","PETZ3","PETZ","PET CENTER COMERCIO E PARTICIPACOES S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Importação. exportação e comércio (inclusive via internet e-commerce) de artigos para animais. plantas. flores. sementes; hospital veterinário. consultório. clínica veterinária. banho/tosa e hotel.","PETZ3","31/05/2024","ON","R$ 3,75","1 ação","R$ 34,66 M","ITR - 31/03/2024","Consumo Cíclico","Comércio","Produtos Diversos","IBOVESPA, IBRA, IBRX, ICO2, ICON, IGC, IGCT, IGNM, ITAG, SMLL","178,74","0,96","0,54","3,95","7,74","0,44","14,10","2,77","-1,16","17,24","4,69","0,67","4,83","9,47","0,54","R$ 1,73 B","R$ 2,12 B","31/03/2024","R$ 3,75","31/05/2024","0,25%","R$ 3,18 B","R$ 1,48 B","R$ 123,05 M","- R$ 329,25 M","R$ 452,30 M","R$ 9,70 M","R$ 0,02","R$ 777,57 M","R$ 363,90 M","R$ 24,29 M","- R$ 84,70 M","R$ 109,00 M","- R$ 4,47 M","- R$ 0,01","R$ 3,09","R$ 7,59","-0,21%","-49,11%","-70,45%","-45,69%","-83,71%","-45,41%","-","-","-","-","R$ 70,05 M","3,83%","4,51%","5,80%","6,83%","0,52%","0,26%","46,55%","0,30%","3,86%","14,21%","0,85","2,17","1,17","0,86","R$ 36,43 M","R$ 3,93 B","R$ 31,30 M","R$ 392,05 M","R$ 423,35 M","R$ 386,92 M","R$ 1,81 B","R$ 3,91","462.523.502","0","462.523.502","11.600.015","0","11.600.015","450.923.487","0","450.923.487","R$ 439,19 M","- R$ 601,72 M","- R$ 68,33 M","- R$ 292,93 M","R$ 93,47 M","- R$ 50,53 M","- R$ 62,74 M","- R$ 19,80 M"
"TIMS3","TIMS3","TIM","TIM S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","","TIMS3","31/05/2024","ON","R$ 15,86","1 ação","R$ 325,05 M","ITR - 31/03/2024","Comunicações","Telecomunicações","Telecomunicações","GPTW, IBOVESPA, IBRA, IBRX, IBRX50, ICO2, IDIV, IGC, IGCT, IGNM, ISE, ITAG, IVBX, MLCX","15,83","0,00","2,11","3,67","5,30","0,00","9,75","0,00","0,00","9,75","4,14","2,11","3,67","5,30","0,00","R$ 38,39 B","R$ 38,39 B","31/03/2024","R$ 15,86","31/05/2024","7,50%","R$ 18,19 B","R$ 9,51 B","R$ 3,94 B","- R$ 5,34 B","R$ 9,28 B","R$ 2,42 B","R$ 1,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 12,97","R$ 18,61","-7,50%","21,14%","27,53%","12,95%","52,46%","15,11%","-","-","-","-","R$ 121,41 M","8,68%","8,28%","13,16%","12,54%","9,62%","4,28%","52,27%","13,33%","21,64%","50,99%","0,32","0,00","0,00","0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","2.420.804.398","0","2.420.804.398","555.362","0","555.362","2.420.249.036","0","2.420.249.036","R$ 10,46 B","- R$ 5,28 B","- R$ 5,66 B","- R$ 477,16 M","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
