"stockCode","stockCode","empresa","razaoSocial","situacaoRegistro","situacaoEmissor","segmentoListagem","atividade","acao","dataCotacao","tipoAcao","ultimoFechamento","fatorCotacao","volumeFinanceiro","ultimoDemonstrativo","setor","subsetor","segmento","participacaoIndices","precoLucro","precoVpa","precoReceitaLiquida","precoFco","precoFcf","precoAtivoTotal","precoEbit","precoCapitalGiro","precoNcav","evEbit","evEbitda","evReceitaLiquida","evFco","evFcf","evAtivoTotal","marketCapEmpresa","enterpriseValue","dataDemonstracaoFinanceiraAtual","precoAtualAcao","dataPrecoAcao","dividendYield","receitaLiquida","resultadoBruto","ebit","depreciacaoAmortizacao","ebitda","lucroLiquido","lucroAcao","receitaLiquida","resultadoBruto","ebit","depreciacaoAmortizacao","ebitda","lucroLiquido","lucroAcao","menorPreco52Semanas","maiorPreco52Semanas","variacao2024","variacao1Ano","variacao2AnosTotal","variacao2AnosAnual","variacao3AnosTotal","variacao3AnosAnual","variacao4AnosTotal","variacao4AnosAnual","variacao5AnosTotal","variacao5AnosAnual","volumeDiarioMedio3Meses","retornoCapitalTangivelInicial","retornoCapitalInvestidoInicial","retornoCapitalTangivelInicialPreImpostos","retornoCapitalInvestidoInicialPreImpostos","retornoPatrimonioLiquidoInicial","retornoAtivoInicial","margemBruta","margemLiquida","margemEbit","margemEbitda","giroAtivoInicial","alavancagemFinanceira","passivoPatrimonioLiquido","dividaLiquidaEbitda","caixaEquivalentes","ativoTotal","dividaCurtoPrazo","dividaLongoPrazo","dividaBruta","dividaLiquida","patrimonioLiquido","valorPatrimonialAcao","acoesOrdinarias","acoesPreferenciais","totalAcoes","acoesOrdinariasTesouraria","acoesPreferenciaisTesouraria","totalAcoesTesouraria","acoesOrdinariasExTesouraria","acoesPreferenciaisExTesouraria","totalAcoesExTesouraria","fluxoCaixaOperacional","fluxoCaixaInvestimentos","fluxoCaixaFinanciamentos","aumentoReducaoCaixa","fluxoCaixaOperacional","fluxoCaixaInvestimentos","fluxoCaixaFinanciamentos","aumentoReducaoCaixa"
"BMOB3","BMOB3","BEMOBI TECH","BEMOBI MOBILE TECH S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Desenvolvimento e licenciamento de programas de computador não-customizáveis","BMOB3","31/05/2024","ON","R$ 13,00","1 ação","R$ 5,84 M","ITR - 31/03/2024","Tecnologia da Informação","Programas e Serviços","Programas e Serviços","GPTW, IBRA, IGC, IGCT, IGNM, ITAG, SMLL","12,34","1,02","0,84","8,42","12,95","0,78","11,30","1,74","3,69","8,16","5,11","0,61","6,08","9,35","0,56","R$ 1,13 B","R$ 816,35 M","31/03/2024","R$ 13,00","31/05/2024","4,01%","R$ 1,34 B","R$ 312,07 M","R$ 100,09 M","- R$ 59,63 M","R$ 159,72 M","R$ 91,65 M","R$ 1,05","R$ 352,38 M","R$ 80,68 M","R$ 30,10 M","- R$ 16,23 M","R$ 46,33 M","R$ 21,86 M","R$ 0,25","R$ 11,06","R$ 14,17","-4,76%","-4,96%","-1,68%","-0,85%","-37,19%","-14,37%","-","-","-","-","R$ 4,80 M","57,83%","12,94%","87,62%","19,60%","8,60%","6,79%","23,22%","6,82%","7,45%","11,88%","1,00","1,31","0,31","-1,97","R$ 314,70 M","R$ 1,45 B","R$ 0,00","R$ 0,00","R$ 0,00","- R$ 314,70 M","R$ 1,11 B","R$ 12,71","87.003.692","0","87.003.692","0","0","0","87.003.692","0","87.003.692","R$ 134,26 M","- R$ 326,53 M","- R$ 35,28 M","- R$ 240,66 M","R$ 50,12 M","R$ 4,57 M","- R$ 1,12 M","R$ 51,73 M"
"PRNR3","PRNR3","PRINER","PRINER SERVIÇOS INDUSTRIAIS S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Prestação de serviços industriais. principalmente nos segmentos petroquímico. óleo e gás. siderurgia. papel e celulose e químico.","PRNR3","31/05/2024","ON","R$ 11,50","1 ação","R$ 2,91 M","ITR - 31/03/2024","Bens Industriais","Serviços","Serviços Diversos","IGC, IGNM, ITAG","65,51","1,73","0,53","17,58","-8,76","0,62","6,95","2,63","-1,50","9,35","6,10","0,71","23,66","-11,79","0,83","R$ 537,29 M","R$ 722,89 M","31/03/2024","R$ 11,50","31/05/2024","0,63%","R$ 1,02 B","R$ 209,50 M","R$ 77,33 M","- R$ 41,15 M","R$ 118,48 M","R$ 8,20 M","R$ 0,18","R$ 216,43 M","R$ 43,52 M","R$ 13,99 M","- R$ 10,82 M","R$ 24,81 M","R$ 1,57 M","R$ 0,03","R$ 8,52","R$ 13,58","0,74%","34,94%","76,19%","32,79%","40,83%","12,10%","26,16%","5,99%","-","-","R$ 4,90 M","18,04%","17,04%","27,33%","25,82%","3,71%","1,08%","20,51%","0,80%","7,57%","11,60%","1,34","2,80","1,80","1,57","R$ 174,88 M","R$ 872,20 M","R$ 95,95 M","R$ 264,54 M","R$ 360,49 M","R$ 185,61 M","R$ 311,02 M","R$ 6,66","46.720.757","0","46.720.757","1.800.000","0","1.800.000","44.920.757","0","44.920.757","R$ 30,56 M","- R$ 93,14 M","R$ 57,09 M","- R$ 5,50 M","R$ 13,30 M","- R$ 15,07 M","R$ 50,77 M","R$ 48,99 M"
"ITUB3","ITUB3","ITAUUNIBANCO","ITAU UNIBANCO HOLDING S.A.","ATIVO","FASE OPERACIONAL","Nível 1 de Governança Corporativa","A sociedade tem por objeto a atividade bancária em todas as modalidades autorizadas. inclusive a de operações de câmbio.","ITUB3","31/05/2024","ON","R$ 26,95","1 ação","R$ 9,72 M","ITR - 31/03/2024","Financeiro","Intermediários Financeiros","Bancos","IBRA, IFNC, IGC, IGCT, MLCX","7,43","1,42","0,83","3,28","","0,10","","","","","","","","","","R$ 283,99 B","","31/03/2024","R$ 26,95","31/05/2024","8,83%","","","","","","R$ 35,56 B","","","","","","","R$ 9,81 B","","R$ 21,02","R$ 29,88","-0,76%","28,10%","40,80%","18,69%","13,84%","4,42%","38,10%","8,41%","16,52%","3,10%","R$ 10,57 M","","","","","20,73%","1,49%","40,94%","11,20%","","","0,13","14,06","13,06","","","R$ 2,61 T","","","","","R$ 185,55 B","R$ 18,93","4.958.290.000","4.845.845.000","9.804.135.000","0","2.053.000","2.053.000","4.958.290.000","4.843.792.000","9.802.082.000","R$ 80,50 B","- R$ 25,75 B","- R$ 37,04 B","R$ 18,33 B","R$ 47,98 B","- R$ 6,52 B","- R$ 17,25 B","R$ 29,59 B"
"SHOW3","SHOW3","TIME FOR FUN","T4F ENTRETENIMENTO S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Atuação no setor de entretenimento ao vivo. através da operação de casas de espetáculos e de bilheterias. da comercialização de alimentos. bebidas e produtos promocionais e da negociação de patrocínio","SHOW3","31/05/2024","ON","R$ 1,79","1 ação","R$ 223,24 mil","ITR - 31/03/2024","Consumo Cíclico","Viagens e Lazer","Produção de Eventos e Shows","IGC, IGNM, ITAG","2,86","0,68","0,25","-6,94","-6,03","0,28","1,92","3,25","-0,56","1,35","1,25","0,17","-4,85","-4,21","0,20","R$ 120,67 M","R$ 84,33 M","31/03/2024","R$ 1,79","31/05/2024","0,00%","R$ 491,48 M","R$ 105,07 M","R$ 62,70 M","- R$ 4,63 M","R$ 67,33 M","R$ 42,23 M","R$ 0,63","R$ 34,65 M","- R$ 803,00 mil","- R$ 1,20 M","- R$ 1,19 M","- R$ 13,00 mil","- R$ 3,36 M","- R$ 0,05","R$ 1,79","R$ 3,28","-13,94%","-31,94%","-55,25%","-33,14%","-67,75%","-31,45%","-14,76%","-3,92%","-69,56%","-21,15%","R$ 544,07 mil","94,69%","80,14%","143,47%","121,42%","32,39%","6,61%","21,38%","8,59%","12,76%","13,70%","0,77","2,42","1,42","-0,54","R$ 92,98 M","R$ 430,20 M","R$ 44,17 M","R$ 12,48 M","R$ 56,64 M","- R$ 36,34 M","R$ 177,44 M","R$ 2,63","67.413.000","0","67.413.000","0","0","0","67.413.000","0","67.413.000","- R$ 17,39 M","- R$ 2,62 M","- R$ 58,82 M","- R$ 79,95 M","- R$ 48,44 M","- R$ 792,00 mil","- R$ 1,12 M","- R$ 53,22 M"
"HBOR3","HBOR3","HELBOR","HELBOR EMPREENDIMENTOS S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Incorporação de Imoveis","HBOR3","31/05/2024","ON","R$ 2,30","1 ação","R$ 605,27 mil","ITR - 31/03/2024","Consumo Cíclico","Construção Civil","Incorporações","IGC, IGNM, ITAG","6,01","0,22","0,24","2,38","2,67","0,05","1,27","0,14","-0,11","8,67","7,76","1,61","16,19","18,17","0,33","R$ 307,86 M","R$ 2,09 B","31/03/2024","R$ 2,30","31/05/2024","3,96%","R$ 1,30 B","R$ 391,92 M","R$ 241,49 M","- R$ 28,31 M","R$ 269,80 M","R$ 51,26 M","R$ 0,38","R$ 295,95 M","R$ 92,29 M","R$ 56,96 M","- R$ 7,14 M","R$ 64,10 M","R$ 6,99 M","R$ 0,05","R$ 2,20","R$ 4,26","-27,91%","-26,12%","-18,56%","-9,77%","-73,08%","-35,45%","-75,34%","-29,55%","-58,64%","-16,17%","R$ 1,35 M","3,35%","5,16%","5,08%","7,81%","3,72%","0,98%","30,11%","3,94%","18,55%","20,73%","0,25","4,50","3,50","6,62","R$ 301,03 M","R$ 6,36 B","R$ 839,37 M","R$ 1,25 B","R$ 2,09 B","R$ 1,79 B","R$ 1,41 B","R$ 10,56","133.851.000","0","133.851.000","1.157.000","0","1.157.000","132.694.000","0","132.694.000","R$ 129,29 M","- R$ 237,94 M","R$ 302,65 M","R$ 193,99 M","- R$ 55,88 M","R$ 54,80 M","R$ 173,25 M","R$ 172,16 M"
"ETER3","ETER3","ETERNIT","ETERNIT S.A.","ATIVO","EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE","Novo Mercado","Industrialização e comercialização de produtos de fibrocimento. cimento. concreto. gesso. produtos de matéria plástica. bem como outros materiais de construção e respectivos acessórios.","ETER3","31/05/2024","ON","R$ 6,18","1 ação","R$ 1,36 M","ITR - 31/03/2024","Bens Industriais","Construção e Engenharia","Produtos para Construção","-","3,62","0,50","0,35","2,84","-7,31","0,30","7,89","1,25","-1,85","10,47","5,65","0,46","3,77","-9,70","0,40","R$ 381,78 M","R$ 506,77 M","31/03/2024","R$ 6,18","31/05/2024","6,81%","R$ 1,10 B","R$ 262,73 M","R$ 48,41 M","- R$ 41,22 M","R$ 89,63 M","R$ 105,43 M","R$ 1,71","R$ 266,67 M","R$ 55,45 M","R$ 4,93 M","- R$ 11,77 M","R$ 16,70 M","R$ 239,00 mil","R$ 0,00","R$ 6,13","R$ 11,73","-24,17%","-42,52%","-45,71%","-26,35%","-76,68%","-38,47%","125,40%","22,55%","212,63%","25,57%","R$ 1,30 M","3,67%","4,24%","5,56%","6,42%","15,22%","9,02%","23,89%","9,59%","4,40%","8,15%","0,94","1,67","0,67","1,39","R$ 4,65 M","R$ 1,28 B","R$ 56,69 M","R$ 72,96 M","R$ 129,65 M","R$ 124,99 M","R$ 769,88 M","R$ 12,46","61.777.000","0","61.777.000","55.000","0","55.000","61.722.000","0","61.722.000","R$ 134,36 M","- R$ 186,59 M","R$ 36,79 M","- R$ 15,44 M","R$ 39,91 M","- R$ 9,09 M","- R$ 32,04 M","- R$ 1,21 M"
"DESK3","DESK3","DESKTOP","DESKTOP S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Serviços de telefonia fixa. telecomunicações sem fio. televisão por assinatura. provedores de acesso às redes de comunicações e voz. tratamento de dados. provedores de serviços de aplicação.","DESK3","31/05/2024","ON","R$ 16,20","1 ação","R$ 2,81 M","ITR - 31/03/2024","Comunicações","Telecomunicações","Telecomunicações","IGC, IGNM, ITAG","18,13","1,46","1,81","5,57","98,35","0,58","5,49","26,29","-1,00","8,27","5,41","2,73","8,40","148,24","0,87","R$ 1,87 B","R$ 2,82 B","31/03/2024","R$ 16,20","31/05/2024","0,26%","R$ 1,03 B","R$ 654,76 M","R$ 340,86 M","- R$ 180,09 M","R$ 520,95 M","R$ 103,18 M","R$ 0,89","R$ 268,22 M","R$ 169,54 M","R$ 86,14 M","- R$ 50,25 M","R$ 136,39 M","R$ 18,86 M","R$ 0,16","R$ 9,93","R$ 16,68","21,75%","63,18%","79,20%","33,92%","-","-","-","-","-","-","R$ 2,28 M","15,24%","11,68%","23,10%","17,69%","8,58%","3,56%","63,41%","9,99%","33,01%","50,45%","0,36","2,52","1,52","1,82","R$ 231,51 M","R$ 3,22 B","R$ 195,13 M","R$ 985,34 M","R$ 1,18 B","R$ 948,97 M","R$ 1,28 B","R$ 11,08","115.471.000","0","115.471.000","137.000","0","137.000","115.334.000","0","115.334.000","R$ 335,73 M","- R$ 352,65 M","R$ 118,25 M","R$ 101,32 M","R$ 75,34 M","- R$ 120,74 M","- R$ 52,75 M","- R$ 98,15 M"
"AMAR3","AMAR3","LOJAS MARISA","MARISA LOJAS S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Comércio varejista de artigos do vestuário e acessórios. prestação de serviços de correspondente bancário. intermediação de negócios e congêneres. atuação como representante de seguros.","AMAR3","31/05/2024","ON","R$ 1,78","1 ação","R$ 348,84 mil","DFP - 31/12/2023","Consumo Cíclico","Comércio","Tecidos. Vestuário e Calçados","IGC, IGNM, ITAG, SMLL","-0,23","261,35","0,07","0,36","0,37","0,05","-0,42","-0,18","-0,04","-2,78","-9,81","0,49","2,38","2,42","0,33","R$ 122,05 M","R$ 803,02 M","31/12/2023","R$ 1,78","31/05/2024","0,00%","R$ 1,65 B","R$ 809,46 M","- R$ 288,76 M","- R$ 206,92 M","- R$ 81,84 M","- R$ 520,75 M","- R$ 7,59","R$ 224,49 M","R$ 290,06 M","- R$ 33,35 M","- R$ 47,19 M","R$ 13,84 M","- R$ 111,99 M","- R$ 1,63","R$ 1,47","R$ 5,40","-48,85%","-46,87%","-84,59%","-60,79%","-95,80%","-65,28%","-95,60%","-54,24%","-94,08%","-43,14%","R$ 1,20 M","-13,68%","-10,95%","-20,73%","-16,60%","-100,69%","-16,77%","49,17%","-31,64%","-17,54%","-4,97%","0,53","5.254,59","5.253,59","-8,32","R$ 92,33 M","R$ 2,45 B","R$ 299,99 M","R$ 473,31 M","R$ 773,30 M","R$ 680,97 M","R$ 467,00 mil","R$ 0,01","68.569.000","0","68.569.000","41.000","0","41.000","68.528.000","0","68.528.000","R$ 337,61 M","R$ 110,61 M","- R$ 493,95 M","- R$ 45,73 M","R$ 73,14 M","R$ 2,39 M","- R$ 90,11 M","- R$ 14,58 M"
"MDNE3","MDNE3","MOURA DUBEUX","MOURA DUBEUX ENGENHARIA S/A","ATIVO","FASE OPERACIONAL","Novo Mercado","Compra e venda de imóveis. locação. desmembramento ou loteamento de terrenos. incorporação imobiliária ou construção de imóveis destinados à venda. participação em outras sociedades.","MDNE3","31/05/2024","ON","R$ 11,00","1 ação","R$ 4,08 M","ITR - 31/03/2024","Consumo Cíclico","Construção Civil","Incorporações","GPTW, IBRA, ICON, IGC, IGCT, IGNM, IMOB, ITAG, SMLL","5,58","0,67","0,77","-4,50","-3,87","0,27","5,15","1,09","-0,73","5,91","5,65","0,89","-5,17","-4,45","0,31","R$ 934,00 M","R$ 1,07 B","31/03/2024","R$ 11,00","31/05/2024","0,00%","R$ 1,21 B","R$ 417,48 M","R$ 181,48 M","- R$ 8,52 M","R$ 190,00 M","R$ 167,48 M","R$ 1,97","R$ 308,44 M","R$ 100,69 M","R$ 44,05 M","- R$ 2,45 M","R$ 46,50 M","R$ 42,32 M","R$ 0,50","R$ 8,05","R$ 14,28","-14,26%","36,65%","75,72%","32,61%","24,01%","7,44%","48,05%","10,31%","-","-","R$ 5,86 M","5,13%","10,39%","7,78%","15,75%","13,82%","5,73%","34,60%","13,88%","15,04%","15,75%","0,41","2,54","1,54","0,73","R$ 214,52 M","R$ 3,51 B","R$ 105,03 M","R$ 248,65 M","R$ 353,68 M","R$ 139,16 M","R$ 1,38 B","R$ 16,30","84.909.375","0","84.909.375","1.153.611","0","1.153.611","83.755.764","0","83.755.764","- R$ 207,66 M","- R$ 4,56 M","R$ 220,55 M","R$ 8,33 M","- R$ 67,43 M","R$ 7,55 M","R$ 17,28 M","- R$ 42,59 M"
"WIZC3","WIZC3","WIZ CO","WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Corretagem de seguros de todos os ramos. assessoria e consultoria na área de seguros em geral. intermediação e desenvolvimento de soluções em negócios. sem especificação definida. dentre outros.","WIZC3","31/05/2024","ON","R$ 5,95","1 ação","R$ 2,53 M","ITR - 31/03/2024","Financeiro","Previdência e Seguros","Corretoras de Seguros e Resseguros","GPTW, IBRA, IDIV, IFNC, IGC, IGCT, IGNM, ITAG, SMLL","5,76","1,83","0,83","2,08","2,09","0,36","1,96","15,02","-0,47","2,60","2,07","1,09","2,75","2,77","0,48","R$ 951,45 M","R$ 1,26 B","31/03/2024","R$ 5,95","31/05/2024","4,14%","R$ 1,15 B","R$ 714,49 M","R$ 484,49 M","- R$ 124,58 M","R$ 609,06 M","R$ 165,12 M","R$ 1,03","R$ 291,14 M","R$ 175,98 M","R$ 128,07 M","- R$ 29,76 M","R$ 157,83 M","R$ 37,50 M","R$ 0,23","R$ 4,82","R$ 7,26","-9,85%","4,01%","-","-","-","-","-","-","-","-","R$ 3,11 M","125,12%","44,66%","189,58%","67,67%","42,14%","7,18%","62,00%","14,33%","42,04%","52,85%","0,50","5,04","4,04","0,51","R$ 37,00 M","R$ 2,62 B","R$ 32,80 M","R$ 312,91 M","R$ 345,71 M","R$ 308,72 M","R$ 519,14 M","R$ 3,25","159.907.282","0","159.907.282","0","0","0","159.907.282","0","159.907.282","R$ 457,94 M","- R$ 80,97 M","- R$ 380,57 M","- R$ 3,60 M","R$ 115,14 M","- R$ 62,61 M","- R$ 51,10 M","R$ 1,43 M"
"FIQE3","FIQE3","UNIFIQUE","UNIFIQUE TELECOMUNICAÇÕES S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Serviços de comunicação multimídia  SCM. instalação e manutenção elétrica e serviços de telefonia fixa comutada - STFC","FIQE3","31/05/2024","ON","R$ 3,59","1 ação","R$ 762,03 mil","ITR - 31/03/2024","Comunicações","Telecomunicações","Telecomunicações","IGC, IGNM, ITAG","8,32","1,15","1,40","2,86","4,59","0,66","5,53","8,39","-1,90","5,77","2,93","1,46","2,98","4,79","0,69","R$ 1,30 B","R$ 1,36 B","31/03/2024","R$ 3,59","31/05/2024","3,55%","R$ 927,48 M","R$ 434,42 M","R$ 235,14 M","- R$ 227,40 M","R$ 462,54 M","R$ 156,31 M","R$ 0,43","R$ 249,26 M","R$ 127,33 M","R$ 63,30 M","- R$ 60,00 M","R$ 123,30 M","R$ 37,45 M","R$ 0,10","R$ 3,31","R$ 4,38","-5,82%","-3,81%","-9,72%","-4,99%","-","-","-","-","-","-","R$ 993,65 mil","23,73%","14,36%","35,96%","21,76%","15,27%","8,19%","46,84%","16,85%","25,35%","49,87%","0,49","1,74","0,74","0,12","R$ 244,45 M","R$ 1,97 B","R$ 110,73 M","R$ 189,57 M","R$ 300,30 M","R$ 55,85 M","R$ 1,13 B","R$ 3,13","362.049.609","0","362.049.609","9.000.041","0","9.000.041","353.049.568","0","353.049.568","R$ 455,22 M","- R$ 291,62 M","- R$ 211,51 M","- R$ 47,92 M","R$ 111,50 M","- R$ 52,82 M","- R$ 86,50 M","- R$ 27,82 M"
"RPMG3","RPMG3","PET MANGUINH","REFINARIA DE PETROLEOS MANGUINHOS S.A.","ATIVO","EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE","Tradicional - BOVESPA","Fabricação de produtos de refino de petróleo.","RPMG3","31/05/2024","ON","R$ 2,95","1 ação","R$ 663,91 mil","ITR - 30/09/2023","Petróleo. Gás e Biocombustíveis","Petróleo. Gás e Biocombustíveis","Exploração. Refino e Distribuição","-","-0,24","-0,04","0,04","3,48","101,73","0,03","-0,20","-0,04","-0,01","-0,20","-0,20","0,04","3,54","103,36","0,03","R$ 199,69 M","R$ 202,90 M","30/09/2023","R$ 2,95","31/05/2024","0,00%","R$ 4,94 B","- R$ 649,37 M","- R$ 1,01 B","- R$ 10,18 M","- R$ 1,00 B","- R$ 825,49 M","- R$ 12,19","R$ 1,27 B","- R$ 275,60 M","- R$ 380,14 M","- R$ 3,37 M","- R$ 376,77 M","- R$ 293,55 M","- R$ 4,34","R$ 1,91","R$ 3,47","38,50%","54,45%","17,06%","8,21%","-34,88%","-13,33%","10,07%","2,43%","55,26%","9,19%","R$ 73,57 mil","18,43%","15,79%","27,92%","23,92%","19,50%","-16,38%","-13,15%","-16,72%","-20,51%","-20,30%","0,98","-1,17","-2,17","0,00","R$ 1,21 M","R$ 5,92 B","R$ 4,42 M","R$ 0,00","R$ 4,42 M","R$ 3,21 M","- R$ 5,06 B","- R$ 74,73","67.692.000","0","67.692.000","7.000","0","7.000","67.685.000","0","67.685.000","R$ 57,36 M","- R$ 56,31 M","R$ 145,00 mil","R$ 1,20 M","R$ 42,90 M","- R$ 41,74 M","R$ 38,00 mil","R$ 1,20 M"
"ROMI3","ROMI3","ROMI","ROMI S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Indústria e Comércio de Máquinas-Ferramenta","ROMI3","31/05/2024","ON","R$ 10,35","1 ação","R$ 1,85 M","ITR - 31/03/2024","Bens Industriais","Máquinas e Equipamentos","Máq. e Equip. Industriais","IBRA, IGC, IGCT, IGNM, ITAG, SMLL","6,61","0,82","0,82","4,49","6,08","0,43","6,46","1,25","-3,10","9,75","7,11","1,24","6,79","9,18","0,64","R$ 964,32 M","R$ 1,46 B","31/03/2024","R$ 10,35","31/05/2024","6,67%","R$ 1,18 B","R$ 342,39 M","R$ 149,33 M","- R$ 55,52 M","R$ 204,85 M","R$ 145,83 M","R$ 1,57","R$ 208,51 M","R$ 60,63 M","R$ 13,20 M","- R$ 14,11 M","R$ 27,32 M","R$ 17,87 M","R$ 0,19","R$ 10,15","R$ 16,80","-15,84%","-34,60%","0,48%","0,24%","-45,22%","-18,19%","76,32%","15,24%","121,56%","17,23%","R$ 2,53 M","6,07%","6,04%","9,20%","9,15%","13,28%","6,64%","29,10%","12,39%","12,69%","17,41%","0,54","1,92","0,92","2,40","R$ 239,77 M","R$ 2,26 B","R$ 305,46 M","R$ 426,38 M","R$ 731,84 M","R$ 492,07 M","R$ 1,18 B","R$ 12,64","93.170.747","0","93.170.747","0","0","0","93.170.747","0","93.170.747","R$ 214,62 M","- R$ 94,84 M","- R$ 63,11 M","R$ 58,78 M","R$ 66,31 M","- R$ 46,77 M","- R$ 60,53 M","- R$ 42,65 M"
"PNVL3","PNVL3","DIMED","DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS","ATIVO","FASE OPERACIONAL","Novo Mercado","Comercio atacadista e varejista de medicamentos e produtos de perfumaria e toucador","PNVL3","31/05/2024","ON","R$ 10,68","1 ação","R$ 2,58 M","ITR - 31/03/2024","Saúde","Comércio e Distribuição","Medicamentos e Outros Produtos","IBRA, ICON, IGC, IGCT, IGNM, ITAG, SMLL","14,84","1,34","0,34","5,13","7,82","0,50","8,96","2,12","-1,28","15,03","7,07","0,58","8,61","13,12","0,84","R$ 1,61 B","R$ 2,70 B","31/03/2024","R$ 10,68","31/05/2024","3,09%","R$ 4,66 B","R$ 1,46 B","R$ 179,30 M","- R$ 202,02 M","R$ 381,32 M","R$ 108,24 M","R$ 0,72","R$ 1,23 B","R$ 394,01 M","R$ 50,29 M","- R$ 51,47 M","R$ 101,76 M","R$ 33,55 M","R$ 0,22","R$ 10,25","R$ 13,27","-18,26%","-7,26%","-2,56%","-1,29%","-45,87%","-18,52%","-52,89%","-17,16%","-13,36%","-2,82%","R$ 3,80 M","5,59%","5,43%","8,47%","8,22%","9,61%","3,84%","31,28%","2,32%","3,85%","8,18%","1,65","2,68","1,68","2,86","R$ 22,13 M","R$ 3,20 B","R$ 311,82 M","R$ 799,75 M","R$ 1,11 B","R$ 1,09 B","R$ 1,20 B","R$ 7,96","150.377.481","0","150.377.481","1.525.357","0","1.525.357","148.852.124","0","148.852.124","R$ 313,18 M","- R$ 102,31 M","- R$ 203,12 M","R$ 7,76 M","R$ 16,07 M","- R$ 41,03 M","R$ 19,14 M","- R$ 5,83 M"
"BIOM3","BIOM3","BIOMM","BIOMM S.A.","ATIVO","FASE PRÉ-OPERACIONAL","Bovespa Mais","Empresa brasileira com sua atividade focada no desenvolvimento e comercialização de medicamentos biotecnológicos por meio de parcerias estratégicas e fábrica própria.","BIOM3","31/05/2024","ON","R$ 17,50","1 ação","R$ 10,31 M","ITR - 31/03/2024","Saúde","Medicamentos e Outros Produtos","Medicamentos e Outros Produtos","ITAG","-27,65","6,87","18,12","-26,29","-24,57","4,10","-29,72","9,24","102,19","-30,21","-30,14","18,42","-26,72","-24,98","4,17","R$ 2,22 B","R$ 2,26 B","31/03/2024","R$ 17,50","31/05/2024","0,00%","R$ 122,47 M","R$ 24,82 M","- R$ 74,68 M","R$ 189,00 mil","- R$ 74,87 M","- R$ 80,29 M","- R$ 0,63","R$ 38,56 M","R$ 8,49 M","- R$ 17,54 M","- R$ 2,80 M","- R$ 14,74 M","- R$ 17,08 M","- R$ 0,13","R$ 4,03","R$ 20,19","204,35%","178,66%","66,67%","29,14%","9,17%","2,97%","-26,00%","-7,26%","190,22%","23,72%","R$ 2,09 M","-19,33%","-18,36%","-29,28%","-27,81%","-56,88%","-21,35%","20,27%","-65,56%","-60,97%","-61,13%","0,33","1,68","0,68","-0,49","R$ 118,00 M","R$ 541,44 M","R$ 55,34 M","R$ 99,06 M","R$ 154,40 M","R$ 36,40 M","R$ 322,88 M","R$ 2,55","126.841.481","0","126.841.481","0","0","0","126.841.481","0","126.841.481","- R$ 84,44 M","- R$ 82,88 M","R$ 245,63 M","R$ 79,76 M","- R$ 43,25 M","- R$ 79,81 M","R$ 215,90 M","R$ 92,01 M"
"KLBN3","KLBN3","KLABIN S/A","KLABIN S.A.","ATIVO","FASE OPERACIONAL","Nível 2 de Governança Corporativa","Empresa brasileira de base florestal. Produtora de papéis e cartões para embalagens. embalagens de papelão ondulado e sacos industriais. além de ser recicladora e produtora de toras para serrarias.","KLBN3","31/05/2024","ON","R$ 4,04","1 ação","R$ 2,36 M","ITR - 31/03/2024","Materiais Básicos","Madeira e Papel","Papel e Celulose","-","12,77","2,21","1,42","3,19","4,73","0,44","6,88","2,17","-0,74","13,13","6,71","2,71","6,10","9,03","0,84","R$ 24,97 B","R$ 47,68 B","31/03/2024","R$ 4,04","31/05/2024","5,22%","R$ 17,62 B","R$ 6,13 B","R$ 3,63 B","- R$ 3,47 B","R$ 7,10 B","R$ 1,96 B","R$ 0,35","R$ 4,43 B","R$ 1,63 B","R$ 1,00 B","- R$ 856,61 M","R$ 1,86 B","R$ 425,53 M","R$ 0,08","R$ 3,63","R$ 4,53","4,32%","7,59%","-2,69%","-1,36%","-6,15%","-2,10%","28,67%","6,51%","36,10%","6,35%","R$ 1,56 M","6,03%","7,15%","9,13%","10,83%","18,33%","3,96%","34,78%","11,10%","20,60%","40,30%","0,36","5,02","4,02","3,20","R$ 10,72 B","R$ 56,79 B","R$ 2,62 B","R$ 30,82 B","R$ 33,44 B","R$ 22,71 B","R$ 11,31 B","R$ 2,01","2.081.728.595","3.536.164.161","5.617.892.756","20.282.026","81.128.104","101.410.130","2.061.446.569","3.455.036.057","5.516.482.626","R$ 7,82 B","- R$ 4,07 B","R$ 1,77 B","R$ 5,51 B","R$ 1,93 B","- R$ 1,16 B","R$ 396,09 M","R$ 1,17 B"
